ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
NDRG1_S330,-4.084550884719707,28.5733534355765,-10.617812740419899,2.828541305025895e-10,2.2452960879295558e-6,13.238781503727122
PPME1_S243,5.313800920896341,23.419653852049798,11.219217911656775,9.609592846558606e-10,3.8140474007991106e-6,11.611817760777638
LARP1_T788,3.1296068386597007,25.262330634049757,8.83748300653786,8.345432088335974e-9,2.2082013305736988e-5,10.192126221317402
KRT19_S22,-4.044682297607952,24.788129402269867,-8.798739069264526,1.3183412334537157e-8,2.4242632824130455e-5,9.776144305946591
PRICKLE2_S806,2.884646649653533,22.657257588366637,9.16773311560779,1.5269987921472952e-8,2.4242632824130455e-5,9.642994888152902
ERRFI1_S251,-3.4896338498103994,26.036623700243982,-7.8510071007920255,6.482377180712454e-8,8.576185010082577e-5,8.300873164584377
EEF2_S502,-2.761962835032243,22.211802561838358,-7.733547865094713,1.1319834375970603e-7,1.2836692182350664e-4,7.739851966456563
IRS2_S306,-3.0711474216987256,25.873688522288244,-7.4526381899987815,1.5389338824001022e-7,1.4642853775931114e-4,7.494932246528373
TANC2_S400,-2.916684732482384,23.420499186148376,-7.971565137783955,1.9767899651756314e-7,1.4642853775931114e-4,7.296615150446649
IRS2_S1149,-2.392382002775477,26.335312437817603,-7.338627679205446,1.9786555104596503e-7,1.4642853775931114e-4,7.259849097794394
IRS2_S1176,-3.442175271204839,26.35445936574804,-7.602531489824258,2.0291180591489322e-7,1.4642853775931114e-4,7.242708498225163
HIST1H1B_T138,-2.71019816450724,24.52235884541911,-7.260090873079791,2.3550134567039663e-7,1.5578414016096737e-4,7.096775797896191
SQSTM1_S272,2.292809855807345,25.408862587837973,7.2096668118009575,2.634710452821523e-7,1.6087947364997883e-4,6.99159026119535
SLCO4A1_S43,-2.5643285216480827,23.92270142142925,-7.1316652096638755,3.136275548446714e-7,1.778268235969287e-4,6.828133754392866
DNAJC2_S49,5.238709815311399,23.41788882640099,7.662036614091546,3.5133827665431475e-7,1.8592821600546338e-4,6.7283944784914596
CDK18_S12,-3.852056519793557,24.388075682168836,-6.962093995253423,4.5933565286905664e-7,2.2788790077966074e-4,6.469699085851781
TOM1_S462,2.504958747330029,24.325566292108984,7.175640167126955,4.897705856685199e-7,2.286940534727477e-4,6.402548708195164
PATL1_S184,3.1008518682421737,23.363976079885614,7.000177378249283,5.432039330077389e-7,2.3710880114843737e-4,6.3269762449701155
NDRG1_S333,-3.9368170563354603,25.1483844999144,-6.9567527448355655,5.974018673430017e-7,2.3710880114843737e-4,6.237622708617543
NDRG1_T366,-3.0944090713438364,26.50500522142617,-6.84950420593556,5.929953011849938e-7,2.3710880114843737e-4,6.2294014053267635
IRS1_S3,3.3325205206392603,23.95133286906298,6.726723250805118,7.848967611775166e-7,2.88092781323831e-4,5.965287320364011
DAB2_S401,3.281185116112294,23.181825306135142,6.719256495149211,7.984430825301438e-7,2.88092781323831e-4,5.949156855283878
ZNF395_S449,-2.6989384787504207,24.747327875254655,-7.055692013080883,8.360377958283811e-7,2.88542087968943e-4,5.941888912494965
EFHD2_S74,-2.2415676174539954,26.964661468905987,-6.664807963886911,9.047459292392579e-7,2.992447160958845e-4,5.831295461732026
EIF2S2_S13,4.876038762486786,22.840518246734426,7.393226640962366,1.1715905212568614e-6,3.720034223094786e-4,5.551771692188169
IRS2_S1162,-2.3444606961412298,26.126348018283803,-6.510936909374511,1.290603585011033e-6,3.940312022237531e-4,5.496003758907719
LARP1_T785,2.7947020885744287,25.30866719563167,7.088007028570273,1.4468271490817653e-6,4.25367181830039e-4,5.390884044867726
IRS2_T404,-4.02568648166217,23.25776299839126,-7.052246674504289,1.547493184209754e-6,4.3871431772346526e-4,5.362260047208913
EPRS_S845,-2.465848207746628,24.28335522753401,-6.264830941556009,2.2914959734366257e-6,6.272377599013771e-4,4.953121568634511
MYO9B_S1405,2.5667775709045237,23.666181603211772,6.197795407114911,2.6826707204461575e-6,7.098346726300533e-4,4.803889684989638
CIT_S440,-2.2733850755591902,23.78297599167164,-6.137734801132555,3.0908864256017035e-6,7.914663369814943e-4,4.66970730021221
SLC2A1_S226,-2.849591088839567,23.08267465014119,-6.396141103068738,3.2957145591054552e-6,8.17543192818097e-4,4.663560087639569
KRT19_S35,-5.068522460512362,25.86153678309347,-6.171038547266088,3.4809977783092437e-6,8.373381928551143e-4,4.57267545766716
KIF26B_S1006,3.1866794319241016,22.201740220183293,6.150632786006009,4.4834852671983035e-6,0.0010467619426770627,4.351423388913935
ARHGEF16_S107,-2.5756370563556743,24.483872255981364,-6.040470120708287,4.699852494197174e-6,0.0010659265456839193,4.288977778828406
NUP155_S992,4.317727386273692,24.13200690722678,6.512847896053824,5.801510614593312e-6,0.0012724325007712,4.135439770782581
SOGA1_S1343,-2.1541550635799283,26.02568047218249,-5.863526908839262,5.930965297119476e-6,0.0012724325007712,4.051602083353636
NUCB1_S369,3.8125779784580764,22.759582880313157,5.989138949457803,6.4326030967261896e-6,0.001319790543609103,4.010660442566909
PHIP_S1315,2.2257352455843993,22.82878602907995,5.9014254334010845,6.484231695736333e-6,0.001319790543609103,3.98451426659826
E2F7_S410,-2.595061381472142,22.501656614704626,-6.209750674946349,7.936987600841056e-6,0.0015750951893869075,3.872337232337239
CTTN_S405,2.7096613488152173,24.729427228546538,5.949701945241504,8.61243744369349e-6,0.0016277506768580697,3.753102286549691
PLEKHA7_S612,2.206029596795055,22.60774563222924,5.779809848671355,8.607366249898836e-6,0.0016277506768580697,3.7150319068903226
PRKCQ_S695,3.4757236548560115,22.736878213362335,5.829998897689675,9.208234668784815e-6,0.0016998829488561365,3.665199635847932
LSR_S643,5.723918329440913,23.997193242602037,5.721555546230337,9.863600406390025e-6,0.001779483182407364,3.5869986002600793
KIF21A_S1229,3.8737970500255976,22.952697055385364,5.880682971328979,1.235028262671452e-5,0.0021705524365516478,3.4303972664059508
STIM1_S257,-3.159569124514917,22.35141022913771,-5.9611086773534545,1.3094957397096784e-5,0.0021705524365516478,3.39065848331456
KIF26B_S1018,2.5817676389893727,22.091756257831523,5.673996530576457,1.3125033629941938e-5,0.0021705524365516478,3.3348536290731827
CDK18_S130,-2.3860510621902513,24.414726825126465,-5.545802689787327,1.2742635022857587e-5,0.0021705524365516478,3.3250856598708918
NDRG1_T328,-4.065606426439256,27.242587561411256,-5.518113279749135,1.3626948146783042e-5,0.0022075655997788528,3.2612983470024517
PLIN3_S241,-2.2715904495571877,26.69469940143681,-5.46623016477579,1.5455271828745386e-5,0.0024536789555316173,3.1415895579844637
IRS2_S1100,-1.6553328669454146,27.113890146077626,-5.453805803171348,1.592887630651646e-5,0.0024792827474730914,3.1128876876017983
IRS2_S560,-2.579639076362259,24.253756663955397,-5.394315253725936,1.8408941532991204e-5,0.002810195728632388,2.9752732311917605
